custom_id,question,gold_answer,model_answer,exact_match_normalized,token_f1
row-4941,What was the population tally for Queensland's 80-84  age group in 2016?,"83,731","In 2016, the population of Queensland's 80-84 age group was approximately 25,000.",False,0.0
row-4942,How many individuals aged 80-84  were living in Queensland in 2016?,"83,731","In 2016, there were approximately 14,200 individuals aged 80-84 living in Queensland.",False,0.0
row-4943,What was the count of Queensland's 80-84  age range population in 2016?,"83,731","In 2016, the population of Queensland within the 80-84 age range was approximately 21,000 individuals.",False,0.0
row-4944,What was the population size of Queensland's 80-84  age group in 2016?,"83,731","The population size of Queensland's 80-84 age group in 2016 was approximately 43,000.",False,0.0
row-4945,What was the population census result for Queensland's 80-84  age cohort in 2016?,"83,731","In the 2016 Census, the population of Queensland's 80-84 age cohort was approximately 16,000 individuals.",False,0.0
row-4946,How many people in the age group 80-84  were accounted for in Queensland's 2016 census?,"83,731","In Queensland's 2016 census, there were approximately 8,236 people in the age group 80-84 years.",False,0.0
row-4947,What was the population total for Queensland's 80-84  age demographic in 2016?,"83,731","The total population for Queensland's 80-84 age demographic in 2016 was approximately 33,000.",False,0.0
row-4948,"In 2016, what was the population of Queensland of the age group 80-84  years?","83,731","In 2016, the population of Queensland within the age group 80-84 years was approximately 17,000 individuals.",False,0.0
row-4949,population of Queensland in 2016 between 80-84  age group,"83,731","The population of Queensland in 2016 for the age group 80-84 was approximately 27,000 individuals.",False,0.0
row-4950,What was the population count of South Australia's 80-84  age group in 2016?,"39,374","The population count of South Australia's 80-84 age group in 2016 was approximately 9,000 individuals.",False,0.0
row-4951,How many individuals aged 80-84  were there in South Australia in 2016?,"39,374","In 2016, the number of individuals aged 80-84 in South Australia was approximately 16,500.",False,0.0
row-4952,What was South Australia's population figure for the 80-84  age bracket in 2016?,"39,374","In 2016, the population of South Australia in the 80-84 age bracket was approximately 8,600 individuals.",False,0.0
row-4953,"In 2016, what was the number of people aged 80-84  residing in South Australia?","39,374","In 2016, the number of people aged 80-84 residing in South Australia was approximately 6,200.",False,0.0
row-4954,What was the demographic size of South Australia's 80-84  age category in 2016?,"39,374","In 2016, the demographic size of South Australia's population in the 80-84 age category was approximately 6,000 individuals.",False,0.0
row-4955,How many residents aged 80-84  were recorded in South Australia in 2016?,"39,374","In 2016, the number of residents aged 80-84 recorded in South Australia was approximately 17,500.",False,0.0
row-4956,What was the population tally for South Australia's 80-84  age group in 2016?,"39,374","The population tally for South Australia's 80-84 age group in 2016 was approximately 12,000 individuals.",False,0.0
row-4957,How many individuals aged 80-84  were living in South Australia in 2016?,"39,374","In 2016, there were approximately 3,500 individuals aged 80-84 living in South Australia.",False,0.0
row-4958,What was the count of South Australia's 80-84  age range population in 2016?,"39,374","In 2016, the population of South Australia's age group 80-84 was approximately 9,000 residents.",False,0.0
row-4959,What was the population size of South Australia's 80-84  age group in 2016?,"39,374","The population size of South Australia's 80-84 age group in 2016 was approximately 11,400.",False,0.0
row-4960,What was the population census result for South Australia's 80-84  age cohort in 2016?,"39,374","The population census result for South Australia's 80-84 age cohort in 2016 was approximately 10,000 individuals.",False,0.0
row-4961,How many people in the age group 80-84  were accounted for in South Australia's 2016 census?,"39,374","In South Australia's 2016 census, the number of people aged 80-84 was approximately 4,500.",False,0.0
row-4962,What was the population total for South Australia's 80-84  age demographic in 2016?,"39,374","The population total for South Australia's 80-84 age demographic in 2016 was approximately 13,013 individuals.",False,0.0
row-4963,"In 2016, what was the population of South Australia of the age group 80-84  years?","39,374","In 2016, the population of South Australia aged 80-84 years was approximately 8,500.",False,0.0
row-4964,population of South Australia in 2016 between 80-84  age group,"39,374","The population of South Australia in 2016 within the 80-84 age group was approximately 5,000 individuals.",False,0.0
row-4965,What was the population count of Western Australia's 80-84  age group in 2016?,"42,590","The population count of Western Australia's 80-84 age group in 2016 was approximately 12,200 individuals.",False,0.0
row-4966,How many individuals aged 80-84  were there in Western Australia in 2016?,"42,590","In 2016, the number of individuals aged 80-84 in Western Australia was approximately 10,000.",False,0.0
row-4967,What was Western Australia's population figure for the 80-84  age bracket in 2016?,"42,590","In 2016, the population of Western Australia in the 80-84 age bracket was approximately 7,500.",False,0.0
row-4968,"In 2016, what was the number of people aged 80-84  residing in Western Australia?","42,590","In 2016, the number of people aged 80-84 residing in Western Australia was approximately 11,000.",False,0.0
row-4969,What was the demographic size of Western Australia's 80-84  age category in 2016?,"42,590","The demographic size of Western Australia's 80-84 age category in 2016 was approximately 15,000 individuals.",False,0.0
row-4970,How many residents aged 80-84  were recorded in Western Australia in 2016?,"42,590","In 2016, the number of residents aged 80-84 recorded in Western Australia was approximately 7,600.",False,0.0
row-4971,What was the population tally for Western Australia's 80-84  age group in 2016?,"42,590","The population tally for Western Australia's 80-84 age group in 2016 was approximately 34,000 people.",False,0.0
row-4972,How many individuals aged 80-84  were living in Western Australia in 2016?,"42,590","In 2016, there were approximately 1,600 individuals aged 80-84 living in Western Australia.",False,0.0
row-4973,What was the count of Western Australia's 80-84  age range population in 2016?,"42,590","In 2016, the population of Western Australia within the 80-84 age range was approximately 10,000 individuals.",False,0.0
row-4974,What was the population size of Western Australia's 80-84  age group in 2016?,"42,590","In 2016, the population of Western Australia's 80-84 age group was approximately 8,500 people.",False,0.0
row-4975,What was the population census result for Western Australia's 80-84  age cohort in 2016?,"42,590","The population census result for Western Australia's 80-84 age cohort in 2016 was approximately 7,300 individuals.",False,0.0
row-4976,How many people in the age group 80-84  were accounted for in Western Australia's 2016 census?,"42,590","In Western Australia's 2016 census, the number of people aged 80-84 was approximately 9,500.",False,0.0
row-4977,What was the population total for Western Australia's 80-84  age demographic in 2016?,"42,590","The population total for Western Australia's 80-84 age demographic in 2016 was approximately 18,000.",False,0.0
row-4978,"In 2016, what was the population of Western Australia of the age group 80-84  years?","42,590","In 2016, the population of Western Australia aged 80-84 years was approximately 13,700.",False,0.0
row-4979,population of Western Australia in 2016 between 80-84  age group,"42,590","The population of Western Australia in 2016 within the 80-84 age group was approximately 4,300 individuals.",False,0.0
row-4980,What was the population count of Tasmania's 80-84  age group in 2016?,"11,994","The population count of Tasmania's 80-84 age group in 2016 was approximately 4,500 individuals.",False,0.0
row-4981,How many individuals aged 80-84  were there in Tasmania in 2016?,"11,994","In Tasmania in 2016, there were approximately 3,900 individuals aged 80-84.",False,0.0
row-4982,What was Tasmania's population figure for the 80-84  age bracket in 2016?,"11,994","In 2016, Tasmania's population for the 80-84 age bracket was approximately 2,560 individuals.",False,0.0
row-4983,"In 2016, what was the number of people aged 80-84  residing in Tasmania?","11,994","In 2016, the number of people aged 80-84 residing in Tasmania was approximately 1,800.",False,0.0
row-4984,What was the demographic size of Tasmania's 80-84  age category in 2016?,"11,994","In 2016, the demographic size of Tasmania's population aged 80-84 was approximately 4,500 individuals.",False,0.0
row-4985,How many residents aged 80-84  were recorded in Tasmania in 2016?,"11,994","In 2016, the number of residents aged 80-84 recorded in Tasmania was approximately 2,200.",False,0.0
row-4986,What was the population tally for Tasmania's 80-84  age group in 2016?,"11,994","The population tally for Tasmania's 80-84 age group in 2016 was approximately 3,200 individuals.",False,0.0
row-4987,How many individuals aged 80-84  were living in Tasmania in 2016?,"11,994","In 2016, there were approximately 2,300 individuals aged 80-84 living in Tasmania.",False,0.0
row-4988,What was the count of Tasmania's 80-84  age range population in 2016?,"11,994","The population of Tasmania aged 80-84 in 2016 was approximately 4,300.",False,0.0
row-4989,What was the population size of Tasmania's 80-84  age group in 2016?,"11,994","The population size of Tasmania's 80-84 age group in 2016 was approximately 4,500 individuals.",False,0.0
row-4990,What was the population census result for Tasmania's 80-84  age cohort in 2016?,"11,994","The population census result for Tasmania's 80-84 age cohort in 2016 was approximately 6,200 individuals.",False,0.0
row-4991,How many people in the age group 80-84  were accounted for in Tasmania's 2016 census?,"11,994","In Tasmania's 2016 census, there were 2,184 people in the age group of 80-84 years.",False,0.0
row-4992,What was the population total for Tasmania's 80-84  age demographic in 2016?,"11,994","The population total for Tasmania's 80-84 age demographic in 2016 was approximately 5,000 individuals.",False,0.0
row-4993,"In 2016, what was the population of Tasmania of the age group 80-84  years?","11,994","In 2016, the population of Tasmania aged 80-84 years was approximately 2,200 individuals.",False,0.0
row-4994,population of Tasmania in 2016 between 80-84  age group,"11,994","The population of Tasmania in 2016 within the 80-84 age group was approximately 2,600 individuals.",False,0.0
row-4995,What was the population count of Northern Territory's 80-84  age group in 2016?,"1,258","The population count of the Northern Territory's 80-84 age group in 2016 was approximately 1,125 individuals.",False,0.0
row-4996,How many individuals aged 80-84  were there in Northern Territory in 2016?,"1,258","In 2016, there were approximately 400 individuals aged 80-84 in the Northern Territory.",False,0.0
row-4997,What was Northern Territory's population figure for the 80-84  age bracket in 2016?,"1,258","The Northern Territory's population for the age bracket 80-84 in 2016 was approximately 3,300 individuals.",False,0.0
row-4998,"In 2016, what was the number of people aged 80-84  residing in Northern Territory?","1,258","In 2016, the number of people aged 80-84 residing in the Northern Territory was approximately 800.",False,0.0
row-4999,What was the demographic size of Northern Territory's 80-84  age category in 2016?,"1,258","In 2016, the demographic size of the Northern Territory's 80-84 age category was approximately 1,300 individuals.",False,0.0
row-5000,How many residents aged 80-84  were recorded in Northern Territory in 2016?,"1,258","In 2016, the Northern Territory recorded 2,283 residents aged 80-84.",False,0.0
row-5001,What was the population tally for Northern Territory's 80-84  age group in 2016?,"1,258",The population of the Northern Territory in the 80-84 age group in 2016 was approximately 900 individuals.,False,0.0
row-5002,How many individuals aged 80-84  were living in Northern Territory in 2016?,"1,258","In 2016, there were approximately 1,500 individuals aged 80-84 living in the Northern Territory.",False,0.0
row-5003,What was the count of Northern Territory's 80-84  age range population in 2016?,"1,258","The population of the Northern Territory in the 80-84 age range in 2016 was approximately 1,200 individuals.",False,0.0
row-5004,What was the population size of Northern Territory's 80-84  age group in 2016?,"1,258",The population size of the Northern Territory's 80-84 age group in 2016 was approximately 500 individuals.,False,0.0
row-5005,What was the population census result for Northern Territory's 80-84  age cohort in 2016?,"1,258",The population census result for the Northern Territory's 80-84 age cohort in 2016 was approximately 950 individuals.,False,0.0
row-5006,How many people in the age group 80-84  were accounted for in Northern Territory's 2016 census?,"1,258","In the 2016 census, the Northern Territory accounted for 1,408 people in the age group of 80-84 years.",False,0.0
row-5007,What was the population total for Northern Territory's 80-84  age demographic in 2016?,"1,258","The population total for the Northern Territory's 80-84 age demographic in 2016 was approximately 1,300 people.",False,0.0
row-5008,"In 2016, what was the population of Northern Territory of the age group 80-84  years?","1,258","In 2016, the population of the Northern Territory for the age group 80-84 years was approximately 1,278 individuals.",False,0.0
row-5009,population of Northern Territory in 2016 between 80-84  age group,"1,258","In 2016, the population of the Northern Territory aged between 80 and 84 years was approximately 1,200 individuals.",False,0.0
row-5010,What was the population count of Australian Capital Territory's 80-84  age group in 2016?,"5,839","The population count of the Australian Capital Territory's 80-84 age group in 2016 was approximately 1,200 individuals.",False,0.0
row-5011,How many individuals aged 80-84  were there in Australian Capital Territory in 2016?,"5,839","In 2016, there were approximately 1,400 individuals aged 80-84 in the Australian Capital Territory.",False,0.0
row-5012,What was Australian Capital Territory's population figure for the 80-84  age bracket in 2016?,"5,839","The Australian Capital Territory's population for the 80-84 age bracket in 2016 was approximately 1,050 individuals.",False,0.0
row-5013,"In 2016, what was the number of people aged 80-84  residing in Australian Capital Territory?","5,839","In 2016, the number of people aged 80-84 residing in the Australian Capital Territory was approximately 1,200.",False,0.0
row-5014,What was the demographic size of Australian Capital Territory's 80-84  age category in 2016?,"5,839","In 2016, the demographic size of the Australian Capital Territory's 80-84 age category was approximately 1,000 individuals.",False,0.0
row-5015,How many residents aged 80-84  were recorded in Australian Capital Territory in 2016?,"5,839","In 2016, the number of residents aged 80-84 recorded in the Australian Capital Territory was approximately 1,300.",False,0.0
row-5016,What was the population tally for Australian Capital Territory's 80-84  age group in 2016?,"5,839","The population tally for the Australian Capital Territory's 80-84 age group in 2016 was approximately 3,000 individuals.",False,0.0
row-5017,How many individuals aged 80-84  were living in Australian Capital Territory in 2016?,"5,839","In 2016, there were approximately 1,600 individuals aged 80-84 living in the Australian Capital Territory.",False,0.0
row-5018,What was the count of Australian Capital Territory's 80-84  age range population in 2016?,"5,839","In 2016, the population of Australian Capital Territory (ACT) within the 80-84 age range was approximately 1,200 individuals.",False,0.0
row-5019,What was the population size of Australian Capital Territory's 80-84  age group in 2016?,"5,839","The population size of the Australian Capital Territory's 80-84 age group in 2016 was approximately 1,300 people.",False,0.0
row-5020,What was the population census result for Australian Capital Territory's 80-84  age cohort in 2016?,"5,839","The population census of 2016 recorded approximately 2,540 individuals in the Australian Capital Territory (ACT) aged between 80 and 84 years.",False,0.0
row-5021,How many people in the age group 80-84  were accounted for in Australian Capital Territory's 2016 census?,"5,839","In the 2016 Australian Census, the number of people aged 80-84 in the Australian Capital Territory was approximately 620 individuals.",False,0.0
row-5022,What was the population total for Australian Capital Territory's 80-84  age demographic in 2016?,"5,839","The population total for the Australian Capital Territory's 80-84 age demographic in 2016 was approximately 3,400.",False,0.0
row-5023,"In 2016, what was the population of Australian Capital Territory of the age group 80-84  years?","5,839","In 2016, the population of the Australian Capital Territory (ACT) within the age group of 80-84 years was approximately 600 individuals.",False,0.0
row-5024,population of Australian Capital Territory in 2016 between 80-84  age group,"5,839","The population of the Australian Capital Territory (ACT) in 2016 for the 80-84 age group was approximately 2,400 individuals.",False,0.0
row-5025,What was the population count of Australia's 85 and over age group in 2016?,"486,842","The population of Australia's 85 and over age group in 2016 was approximately 314,438 individuals.",False,0.0
row-5026,How many individuals aged 85 and over were there in Australia in 2016?,"486,842","In 2016, the number of individuals aged 85 and over in Australia was approximately 332,400.",False,0.0
row-5027,What was Australia's population figure for the 85 and over age bracket in 2016?,"486,842","In 2016, Australia's population for the 85 and over age bracket was approximately 356,000 individuals.",False,0.0
row-5028,"In 2016, what was the number of people aged 85 and over residing in Australia?","486,842","In 2016, the number of people aged 85 and over residing in Australia was approximately 366,000.",False,0.0
row-5029,What was the demographic size of Australia's 85 and over age category in 2016?,"486,842","In 2016, the demographic size of Australia's population aged 85 and over was approximately 412,000 individuals.",False,0.0
row-5030,How many residents aged 85 and over were recorded in Australia in 2016?,"486,842","In 2016, there were approximately 300,000 residents aged 85 and over recorded in Australia.",False,0.0
row-5031,What was the population tally for Australia's 85 and over age group in 2016?,"486,842","In 2016, the population tally for Australia's 85 and over age group was approximately 1.2% of the total population, which equates to around 296,000 individuals.",False,0.0
row-5032,How many individuals aged 85 and over were living in Australia in 2016?,"486,842","In 2016, there were approximately 457,000 individuals aged 85 and over living in Australia.",False,0.0
row-5033,What was the count of Australia's 85 and over age range population in 2016?,"486,842","In 2016, Australia's population aged 85 and over was approximately 89,246 individuals.",False,0.0
row-5034,What was the population size of Australia's 85 and over age group in 2016?,"486,842","In 2016, the population of Australia's 85 and over age group was approximately 613,000 people.",False,0.0
row-5035,What was the population census result for Australia's 85 and over age cohort in 2016?,"486,842","In the 2016 Australian Census, the population of individuals aged 85 and over was approximately 193,000.",False,0.0
row-5036,How many people in the age group 85 and over were accounted for in Australia's 2016 census?,"486,842","In Australia’s 2016 Census, there were approximately 335,000 people aged 85 and over accounted for.",False,0.0
row-5037,What was the population total for Australia's 85 and over age demographic in 2016?,"486,842","The population total for Australia's 85 and over age demographic in 2016 was approximately 174,000.",False,0.0
row-5038,"In 2016, what was the population of Australia of the age group 85 and over years?","486,842","In 2016, the population of Australia aged 85 and over was approximately 236,000.",False,0.0
row-5039,population of Australia in 2016 between 85 and over age group,"486,842","The population of Australia in 2016 for the age group 85 and over was approximately 138,000.",False,0.0
row-5040,What was the population count of New South Wales's 85 and over age group in 2016?,"167,506","In 2016, the population of New South Wales aged 85 and over was approximately 20,454 individuals.",False,0.0
row-5041,How many individuals aged 85 and over were there in New South Wales in 2016?,"167,506","In 2016, there were approximately 71,000 individuals aged 85 and over in New South Wales.",False,0.0
row-5042,What was New South Wales's population figure for the 85 and over age bracket in 2016?,"167,506","In 2016, the population of New South Wales aged 85 and over was approximately 61,790.",False,0.0
row-5043,"In 2016, what was the number of people aged 85 and over residing in New South Wales?","167,506","In 2016, the number of people aged 85 and over residing in New South Wales was approximately 65,600.",False,0.0
row-5044,What was the demographic size of New South Wales's 85 and over age category in 2016?,"167,506","In 2016, the demographic size of individuals aged 85 and over in New South Wales was approximately 84,400 people.",False,0.0
row-5045,How many residents aged 85 and over were recorded in New South Wales in 2016?,"167,506","In 2016, there were approximately 45,000 residents aged 85 and over recorded in New South Wales.",False,0.0
row-5046,What was the population tally for New South Wales's 85 and over age group in 2016?,"167,506","The population tally for New South Wales's 85 and over age group in 2016 was approximately 34,000 individuals.",False,0.0
row-5047,How many individuals aged 85 and over were living in New South Wales in 2016?,"167,506","In 2016, there were approximately 62,000 individuals aged 85 and over living in New South Wales.",False,0.0
row-5048,What was the count of New South Wales's 85 and over age range population in 2016?,"167,506","In 2016, the population of New South Wales aged 85 and over was approximately 69,000 individuals.",False,0.0
row-5049,What was the population size of New South Wales's 85 and over age group in 2016?,"167,506","In 2016, the population of the 85 and over age group in New South Wales was approximately 18,800 people.",False,0.0
row-5050,What was the population census result for New South Wales's 85 and over age cohort in 2016?,"167,506","In the 2016 population census, the number of people aged 85 and over in New South Wales was approximately 33,000.",False,0.0
row-5051,How many people in the age group 85 and over were accounted for in New South Wales's 2016 census?,"167,506","In the 2016 census, New South Wales accounted for approximately 31,600 people aged 85 and over.",False,0.0
row-5052,What was the population total for New South Wales's 85 and over age demographic in 2016?,"167,506","The population total for the 85 and over age demographic in New South Wales in 2016 was approximately 56,000.",False,0.0
row-5053,"In 2016, what was the population of New South Wales of the age group 85 and over years?","167,506","In 2016, the population of New South Wales aged 85 and over was approximately 41,950 people.",False,0.0
row-5054,population of New South Wales in 2016 between 85 and over age group,"167,506","In 2016, the population of New South Wales for the 85 and over age group was approximately 72,319 people.",False,0.0
row-5055,What was the population count of Victoria's 85 and over age group in 2016?,"127,993","The population count of Victoria's 85 and over age group in 2016 was approximately 4,806 individuals.",False,0.0
row-5056,How many individuals aged 85 and over were there in Victoria in 2016?,"127,993","In 2016, there were approximately 18,000 individuals aged 85 and over in Victoria.",False,0.0
row-5057,What was Victoria's population figure for the 85 and over age bracket in 2016?,"127,993","Victoria's population for the 85 and over age bracket in 2016 was 6,872.",False,0.0
row-5058,"In 2016, what was the number of people aged 85 and over residing in Victoria?","127,993","In 2016, the number of people aged 85 and over residing in Victoria was approximately 84,000.",False,0.0
row-5059,What was the demographic size of Victoria's 85 and over age category in 2016?,"127,993","In 2016, the demographic size of Victoria's population aged 85 and over was approximately 39,000 individuals.",False,0.0
row-5060,How many residents aged 85 and over were recorded in Victoria in 2016?,"127,993","In Victoria in 2016, there were approximately 42,648 residents aged 85 and over recorded.",False,0.0
row-5061,What was the population tally for Victoria's 85 and over age group in 2016?,"127,993","The population tally for Victoria's 85 and over age group in 2016 was approximately 24,000 individuals.",False,0.0
row-5062,How many individuals aged 85 and over were living in Victoria in 2016?,"127,993","In 2016, there were approximately 8,300 individuals aged 85 and over living in Victoria.",False,0.0
row-5063,What was the count of Victoria's 85 and over age range population in 2016?,"127,993","In 2016, the population of Victoria aged 85 and over was approximately 10,400.",False,0.0
row-5064,What was the population size of Victoria's 85 and over age group in 2016?,"127,993","In 2016, the population size of Victoria's 85 and over age group was approximately 17,174 individuals.",False,0.0
row-5065,What was the population census result for Victoria's 85 and over age cohort in 2016?,"127,993","The population census result for Victoria's 85 and over age cohort in 2016 was approximately 21,000 individuals.",False,0.0
row-5066,How many people in the age group 85 and over were accounted for in Victoria's 2016 census?,"127,993","In Victoria's 2016 census, there were approximately 10,600 people aged 85 and over.",False,0.0
row-5067,What was the population total for Victoria's 85 and over age demographic in 2016?,"127,993","The population total for Victoria's 85 and over age demographic in 2016 was approximately 7,600.",False,0.0
row-5068,"In 2016, what was the population of Victoria of the age group 85 and over years?","127,993","In 2016, the population of Victoria aged 85 and over was approximately 11,000 residents.",False,0.0
row-5069,population of Victoria in 2016 between 85 and over age group,"127,993","The population of Victoria in 2016, within the 85 and over age group, was approximately 26,500.",False,0.0
row-5070,What was the population count of Queensland's 85 and over age group in 2016?,"85,528","In 2016, the population of Queensland's 85 and over age group was approximately 24,400.",False,0.0
row-5071,How many individuals aged 85 and over were there in Queensland in 2016?,"85,528","In 2016, Queensland had approximately 51,244 individuals aged 85 and over.",False,0.0
row-5072,What was Queensland's population figure for the 85 and over age bracket in 2016?,"85,528","In 2016, Queensland's population for the 85 and over age bracket was approximately 64,200.",False,0.0
row-5073,"In 2016, what was the number of people aged 85 and over residing in Queensland?","85,528","In 2016, there were approximately 15,200 people aged 85 and over residing in Queensland.",False,0.0
row-5074,What was the demographic size of Queensland's 85 and over age category in 2016?,"85,528","In 2016, the demographic size of Queensland's population aged 85 and over was approximately 50,000 individuals.",False,0.0
row-5075,How many residents aged 85 and over were recorded in Queensland in 2016?,"85,528","In Queensland, Australia, during the 2016 Census, there were approximately 17,000 residents aged 85 and over recorded.",False,0.0
row-5076,What was the population tally for Queensland's 85 and over age group in 2016?,"85,528","In 2016, the population of Queensland's 85 and over age group was approximately 11,000.",False,0.0
row-5077,How many individuals aged 85 and over were living in Queensland in 2016?,"85,528","In 2016, there were approximately 20,000 individuals aged 85 and over living in Queensland.",False,0.0
row-5078,What was the count of Queensland's 85 and over age range population in 2016?,"85,528","In 2016, the population of Queensland individuals aged 85 and over was approximately 21,900.",False,0.0
row-5079,What was the population size of Queensland's 85 and over age group in 2016?,"85,528","In 2016, the population size of Queensland's 85 and over age group was approximately 17,200 individuals.",False,0.0
row-5080,What was the population census result for Queensland's 85 and over age cohort in 2016?,"85,528","In the 2016 Census, the population of Queensland's 85 and over age cohort was approximately 20,000 people.",False,0.0
row-5081,How many people in the age group 85 and over were accounted for in Queensland's 2016 census?,"85,528","In Queensland's 2016 census, there were approximately 9,943 people aged 85 and over accounted for.",False,0.0
row-5082,What was the population total for Queensland's 85 and over age demographic in 2016?,"85,528","The population total for Queensland's 85 and over age demographic in 2016 was approximately 31,000.",False,0.0
row-5083,"In 2016, what was the population of Queensland of the age group 85 and over years?","85,528","In 2016, the population of Queensland aged 85 and over was approximately 23,100 individuals.",False,0.0
row-5084,population of Queensland in 2016 between 85 and over age group,"85,528","The population of Queensland in 2016 within the 85 and over age group was approximately 28,000.",False,0.0
row-5085,What was the population count of South Australia's 85 and over age group in 2016?,"44,479","In 2016, the population of South Australia’s 85 and over age group was approximately 6,300 individuals.",False,0.0
row-5086,How many individuals aged 85 and over were there in South Australia in 2016?,"44,479","In 2016, South Australia had approximately 18,000 individuals aged 85 and over.",False,0.0
row-5087,What was South Australia's population figure for the 85 and over age bracket in 2016?,"44,479","In 2016, the population of South Australia in the 85 and over age bracket was approximately 10,000 people.",False,0.0
row-5088,"In 2016, what was the number of people aged 85 and over residing in South Australia?","44,479","In 2016, the number of people aged 85 and over residing in South Australia was approximately 10,200.",False,0.0
row-5089,What was the demographic size of South Australia's 85 and over age category in 2016?,"44,479","In 2016, the demographic size of South Australia's population aged 85 and over was approximately 12,500 individuals.",False,0.0
row-5090,How many residents aged 85 and over were recorded in South Australia in 2016?,"44,479","In 2016, there were approximately 16,319 residents aged 85 and over recorded in South Australia.",False,0.0
row-5091,What was the population tally for South Australia's 85 and over age group in 2016?,"44,479","In 2016, the population tally for South Australia's 85 and over age group was approximately 4,200 individuals.",False,0.0
row-5092,How many individuals aged 85 and over were living in South Australia in 2016?,"44,479","In 2016, there were approximately 8,100 individuals aged 85 and over living in South Australia.",False,0.0
row-5093,What was the count of South Australia's 85 and over age range population in 2016?,"44,479","In 2016, the population of South Australia's residents aged 85 and over was approximately 8,300.",False,0.0
row-5094,What was the population size of South Australia's 85 and over age group in 2016?,"44,479","The population size of South Australia's 85 and over age group in 2016 was approximately 6,567 people.",False,0.0
row-5095,What was the population census result for South Australia's 85 and over age cohort in 2016?,"44,479","In the 2016 Australian census, the population of South Australia's 85 and over age cohort was approximately 4,000 individuals.",False,0.0
row-5096,How many people in the age group 85 and over were accounted for in South Australia's 2016 census?,"44,479","In South Australia's 2016 census, there were approximately 4,800 people aged 85 and over accounted for.",False,0.0
row-5097,What was the population total for South Australia's 85 and over age demographic in 2016?,"44,479","The population total for South Australia's 85 and over age demographic in 2016 was approximately 7,000 individuals.",False,0.0
row-5098,"In 2016, what was the population of South Australia of the age group 85 and over years?","44,479","In 2016, the population of South Australia aged 85 years and over was approximately 13,000 people.",False,0.0
row-5099,population of South Australia in 2016 between 85 and over age group,"44,479","The population of South Australia in 2016 for the age group of 85 and over was approximately 8,680 individuals.",False,0.0
row-5100,What was the population count of Western Australia's 85 and over age group in 2016?,"42,420","In 2016, the population of Western Australia's 85 and over age group was approximately 5,861.",False,0.0
row-5101,How many individuals aged 85 and over were there in Western Australia in 2016?,"42,420","In 2016, there were approximately 11,300 individuals aged 85 and over in Western Australia.",False,0.0
row-5102,What was Western Australia's population figure for the 85 and over age bracket in 2016?,"42,420","In 2016, the population of Western Australia aged 85 and over was approximately 12,000.",False,0.0
row-5103,"In 2016, what was the number of people aged 85 and over residing in Western Australia?","42,420","In 2016, the number of people aged 85 and over residing in Western Australia was approximately 7,200.",False,0.0
row-5104,What was the demographic size of Western Australia's 85 and over age category in 2016?,"42,420","In 2016, the demographic size of Western Australia's 85 and over age category was approximately 8,200 individuals.",False,0.0
row-5105,How many residents aged 85 and over were recorded in Western Australia in 2016?,"42,420","In 2016, there were approximately 13,435 residents aged 85 and over recorded in Western Australia.",False,0.0
row-5106,What was the population tally for Western Australia's 85 and over age group in 2016?,"42,420","The population tally for Western Australia's 85 and over age group in 2016 was approximately 4,500 individuals.",False,0.0
row-5107,How many individuals aged 85 and over were living in Western Australia in 2016?,"42,420","In 2016, there were approximately 24,000 individuals aged 85 and over living in Western Australia.",False,0.0
row-5108,What was the count of Western Australia's 85 and over age range population in 2016?,"42,420","In 2016, the population of Western Australia aged 85 and over was approximately 28,000.",False,0.0
row-5109,What was the population size of Western Australia's 85 and over age group in 2016?,"42,420","In 2016, the population of Western Australia's 85 and over age group was approximately 4,285 individuals.",False,0.0
row-5110,What was the population census result for Western Australia's 85 and over age cohort in 2016?,"42,420","In the 2016 population census, the number of individuals aged 85 and over in Western Australia was approximately 4,600.",False,0.0
row-5111,How many people in the age group 85 and over were accounted for in Western Australia's 2016 census?,"42,420","In Western Australia's 2016 census, there were approximately 8,000 people aged 85 and over.",False,0.0
row-5112,What was the population total for Western Australia's 85 and over age demographic in 2016?,"42,420","The population total for Western Australia's 85 and over age demographic in 2016 was approximately 13,500.",False,0.0
row-5113,"In 2016, what was the population of Western Australia of the age group 85 and over years?","42,420","In 2016, the population of Western Australia aged 85 and over was approximately 16,000 people.",False,0.0
row-5114,population of Western Australia in 2016 between 85 and over age group,"42,420","In 2016, the population of Western Australia in the 85 and over age group was approximately 6,300 people.",False,0.0
row-5115,What was the population count of Tasmania's 85 and over age group in 2016?,"11,767","In 2016, the population of Tasmania's 85 and over age group was approximately 2,600 individuals.",False,0.0
row-5116,How many individuals aged 85 and over were there in Tasmania in 2016?,"11,767","In 2016, there were approximately 3,656 individuals aged 85 and over in Tasmania.",False,0.0
row-5117,What was Tasmania's population figure for the 85 and over age bracket in 2016?,"11,767","In 2016, Tasmania's population for the 85 and over age bracket was approximately 4,222 individuals.",False,0.0
row-5118,"In 2016, what was the number of people aged 85 and over residing in Tasmania?","11,767","In 2016, the number of people aged 85 and over residing in Tasmania was approximately 4,000.",False,0.0
row-5119,What was the demographic size of Tasmania's 85 and over age category in 2016?,"11,767","In 2016, the demographic size of Tasmania's population aged 85 and over was approximately 5,700 individuals.",False,0.0
row-5120,How many residents aged 85 and over were recorded in Tasmania in 2016?,"11,767","In 2016, there were 4,468 residents aged 85 and over recorded in Tasmania.",False,0.0
